67.195.112.32,2010/12/31,01:14:07,"GET /ddbms/publications/multimedia/DISIMAPapers/framework.ps HTTP/1.0",200,1071314
157.55.116.83,2010/12/31,01:16:39,"GET /robots.txt HTTP/1.1",301,338
157.55.116.83,2010/12/31,01:16:39,"GET /robots.txt HTTP/1.1",404,301
157.55.116.83,2010/12/31,01:16:39,"GET / HTTP/1.1",301,328
207.46.199.183,2010/12/31,01:26:32,"GET /robots.txt HTTP/1.1",404,301
203.197.46.177,2010/12/31,01:29:29,"GET /images/uw_button.jpg HTTP/1.0",200,2308
203.197.46.177,2010/12/31,01:29:32,"GET /images/cs_button.jpg HTTP/1.0",200,1957
203.197.46.177,2010/12/31,01:29:32,"GET /~tozsu/gifs/ozsu.gif HTTP/1.0",200,2088
203.197.46.177,2010/12/31,01:29:46,"GET /~tozsu/gifs/patrick.jpg HTTP/1.0",200,2763
203.197.46.177,2010/12/31,01:29:46,"GET /~tozsu/ddbook/gif/small/database.gif HTTP/1.0",403,319
67.195.112.32,2010/12/31,01:29:46,"GET /events/fall_2001.htm HTTP/1.0",200,20184
66.249.71.91,2010/12/31,01:29:59,"GET /~kmsalem/lib/lib/agch04.pdf HTTP/1.1",301,355
38.99.98.147,2010/12/31,01:30:44,"GET /robots.txt HTTP/1.1",404,301
220.181.108.94,2010/12/31,01:31:56,"GET /~tozsu/Pens/Aurora/OptimaSilver.jpg HTTP/1.1",200,47548
217.219.195.147,2010/12/31,01:34:09,"GET /~bssadjad/photo/isfahan/20IMAM2.JPG HTTP/1.1",404,326
217.219.195.147,2010/12/31,01:34:13,"GET /~bssadjad/photo/isfahan/2333POL1.JPG HTTP/1.1",404,327
217.219.195.147,2010/12/31,01:34:25,"GET /~bssadjad/photo/isfahan/10CHLS25.JPG HTTP/1.1",404,327
218.213.130.192,2010/12/31,01:34:46,"GET /OED/ HTTP/1.1",200,9061
218.248.64.175,2010/12/31,01:37:18,"GET /ddbms/publications/ozsu/Distdb/distdb.pdf HTTP/1.1",200,3774
218.248.64.175,2010/12/31,01:37:18,"GET /favicon.ico HTTP/1.1",200,318
218.248.64.175,2010/12/31,01:37:20,"GET /ddbms/publications/ozsu/Distdb/distdb.pdf HTTP/1.1",206,32768
218.248.64.175,2010/12/31,01:37:21,"GET /ddbms/publications/ozsu/Distdb/distdb.pdf HTTP/1.1",206,23627
220.181.108.92,2010/12/31,01:37:40,"GET /~tozsu/Pens/Omas/Moma.jpg HTTP/1.1",200,17583
77.88.30.248,2010/12/31,01:38:13,"GET /~tozsu/pens/Parker.html HTTP/1.1",404,314
67.195.112.32,2010/12/31,01:39:20,"GET /%7Etozsu/Pens/Others/?S=A HTTP/1.0",200,4721
66.249.71.5,2010/12/31,01:41:48,"GET /robots.txt HTTP/1.1",404,301
220.181.108.77,2010/12/31,01:42:01,"GET /~tozsu/Pens/Others/DunhillAD2000.jpg HTTP/1.1",200,30375
67.195.112.32,2010/12/31,01:45:43,"GET /ddbms/publications/tigukat/CIKM97/?S=A HTTP/1.0",200,1123
66.249.71.91,2010/12/31,01:47:01,"GET /~kmsalem/lib/lib/hewa91.pdf HTTP/1.1",301,355
220.181.108.97,2010/12/31,01:47:54,"GET /~tozsu/Pens/Parker/DuofoldAmber.jpg HTTP/1.1",200,19910
66.249.71.5,2010/12/31,01:51:19,"GET /~kmsalem/lib/lib/2001-TOCS-Minerva.ps.Z HTTP/1.1",301,367
66.249.71.5,2010/12/31,01:52:13,"GET /~eddemain/papers/StagedAssembly_NACO/paper.pdf HTTP/1.1",301,376
220.181.108.96,2010/12/31,01:53:38,"GET /~tozsu/Pens/Parker/Parker100.jpg HTTP/1.1",200,96704
66.249.71.5,2010/12/31,01:54:18,"GET /~eddemain/papers/GeneExpression_UWTR2001/paper.ps HTTP/1.1",301,379
67.195.112.32,2010/12/31,01:55:03,"GET /~ddbms/publications/multimedia/ssdbm05-ver3.pdf HTTP/1.0",404,326
218.213.130.192,2010/12/31,01:56:31,"GET /~alopez-o/math-faq/mathtext/math-faq.html HTTP/1.1",301,369
66.249.71.5,2010/12/31,01:57:22,"GET /db_seminars/notes/nascimentojan2004.pdf HTTP/1.1",403,334
66.249.71.5,2010/12/31,01:58:27,"GET /~eddemain/papers/HingedPolyforms3D_WADS2005/paper.ps.gz HTTP/1.1",301,385
208.115.111.244,2010/12/31,01:58:36,"GET /robots.txt HTTP/1.1",404,301
66.249.71.5,2010/12/31,02:00:40,"GET /~eddemain/papers/SODA2000/paper.ps.gz HTTP/1.1",301,367
66.249.71.5,2010/12/31,02:02:04,"GET /~kmsalem/lib/lib/bruno99disk.pdf HTTP/1.1",301,360
208.115.111.244,2010/12/31,02:02:11,"GET /%7Etozsu HTTP/1.1",301,331
203.197.46.177,2010/12/31,02:03:04,"GET /~tozsu/ HTTP/1.0",200,21574
203.197.46.177,2010/12/31,02:03:04,"GET /~tozsu/emx_nav_left.css HTTP/1.0",200,6848
203.197.46.177,2010/12/31,02:03:05,"GET /~tozsu/bg_grad.jpg HTTP/1.0",404,297
203.197.46.177,2010/12/31,02:03:06,"GET /~tozsu/tl_curve_white.gif HTTP/1.0",404,304
203.197.46.177,2010/12/31,02:03:06,"GET /~tozsu/bg_nav.jpg HTTP/1.0",404,296
203.197.46.177,2010/12/31,02:03:06,"GET /~tozsu/tr_curve_white.gif HTTP/1.0",404,304
203.197.46.177,2010/12/31,02:03:06,"GET /~tozsu/gifs/phone.gif HTTP/1.0",200,146
203.197.46.177,2010/12/31,02:03:06,"GET /~tozsu/gifs/mail.gif HTTP/1.0",200,160
203.197.46.177,2010/12/31,02:03:06,"GET /~tozsu/gifs/fax.gif HTTP/1.0",200,226
203.197.46.177,2010/12/31,02:03:07,"GET /~tozsu/gifs/cover-medium.gif HTTP/1.0",200,2360
203.197.46.177,2010/12/31,02:03:08,"GET /~tozsu/gifs/vldb-small.gif HTTP/1.0",200,499
203.197.46.177,2010/12/31,02:03:08,"GET /~tozsu/gifs/sigmod.gif HTTP/1.0",200,2836
203.197.46.177,2010/12/31,02:03:08,"GET /~tozsu/gifs/ozsu06-web.jpg HTTP/1.0",200,40012
203.197.46.177,2010/12/31,02:03:19,"GET /favicon.ico HTTP/1.0",200,318
220.181.108.91,2010/12/31,02:03:36,"GET /~tozsu/Pens/Sheaffer/Balance2Blue.jpg HTTP/1.1",200,19594
203.197.46.177,2010/12/31,02:03:56,"GET /~tozsu/ddbook/gif/small/database.gif HTTP/1.0",403,319
38.99.98.147,2010/12/31,02:04:00,"GET /cgi-bin/cgiwrap/fwtompa/tap HTTP/1.1",404,318
203.197.46.177,2010/12/31,02:04:11,"GET /~tozsu/courses/cs454/notes.html HTTP/1.0",404,310
38.99.98.147,2010/12/31,02:04:12,"GET /events/winter_2003.htm HTTP/1.1",200,28908
38.99.98.147,2010/12/31,02:04:41,"GET /tcde-smdb/smdb07pix/index.html HTTP/1.1",200,31212
38.99.98.147,2010/12/31,02:04:52,"GET /tcde-smdb/smdb09/org.html HTTP/1.1",200,2115
38.99.98.147,2010/12/31,02:05:01,"GET /~biedl/ HTTP/1.1",301,335
38.99.98.147,2010/12/31,02:05:16,"GET /seminars/db_seminars.html HTTP/1.1",404,316
67.195.112.32,2010/12/31,02:05:58,"GET /~tozsu/seminars/notes/amrln.pdf HTTP/1.0",200,201811
220.181.108.85,2010/12/31,02:07:56,"GET /~tozsu/Pens/Sheaffer/ImperialGreen.jpg HTTP/1.1",200,52314
128.105.121.74,2010/12/31,02:09:27,"GET /~david/ HTTP/1.0",301,323
65.52.49.77,2010/12/31,02:13:13,"GET /robots.txt HTTP/1.1",404,301
220.181.108.91,2010/12/31,02:13:56,"GET /~tozsu/Pens/Sheaffer/IntrigueWhaleShark.jpg HTTP/1.1",200,80796
67.195.112.32,2010/12/31,02:15:06,"GET /ddbms/publications/tigukat/optimize/paper.ps.Z HTTP/1.0",200,87099
222.231.42.189,2010/12/31,02:15:39,"GET /~gweddell/cs848/Arpinar2006pb.pdf HTTP/1.1",301,361
218.213.130.192,2010/12/31,02:16:15,"GET /~eddemain/f90doc/ HTTP/1.1",301,347
67.195.112.32,2010/12/31,02:17:09,"GET /robots.txt HTTP/1.0",404,289
220.181.108.94,2010/12/31,02:18:00,"GET /~tozsu/Pens/Sheaffer/LegacyBlack.jpg HTTP/1.1",200,12575
97.117.221.156,2010/12/31,02:20:34,"GET /~dmohashi/Rant/howtoserveman.html HTTP/1.1",404,324
97.117.221.156,2010/12/31,02:20:35,"GET /favicon.ico HTTP/1.1",200,318
128.105.121.74,2010/12/31,02:21:34,"GET /~fwtompa/ HTTP/1.0",301,325
220.181.108.90,2010/12/31,02:23:46,"GET /~tozsu/Pens/Sheaffer/LegacyGreen.jpg HTTP/1.1",200,17189
220.181.108.83,2010/12/31,02:28:08,"GET /~tozsu/Pens/Sheaffer/SnorkelBurgundy.jpg HTTP/1.1",200,11920
207.46.199.178,2010/12/31,02:31:45,"GET /robots.txt HTTP/1.1",404,301
174.55.106.174,2010/12/31,02:32:49,"GET /~alopez-o/Coffee/caffaq.html HTTP/1.1",301,356
38.99.98.147,2010/12/31,02:33:10,"GET /robots.txt HTTP/1.1",404,301
220.181.108.96,2010/12/31,02:33:50,"GET /~tozsu/Pens/Sheaffer/StatesmanBlack.jpg HTTP/1.1",200,12227
67.195.112.32,2010/12/31,02:35:24,"GET /ddbms/publications/distobj/macros/cover/?S=A HTTP/1.0",200,1099
67.195.112.32,2010/12/31,02:36:10,"GET /~tozsu/Pens/SalesOld/?N=D HTTP/1.0",200,9499
218.213.130.192,2010/12/31,02:37:31,"GET /tcde-smdb/smdb09/ HTTP/1.1",200,694
209.121.94.97,2010/12/31,02:39:17,"GET /~tozsu/Pens/penlistings.html HTTP/1.1",200,70040
209.121.94.97,2010/12/31,02:39:17,"GET /~tozsu/gifs/hrule.gif HTTP/1.1",200,3079
209.121.94.97,2010/12/31,02:39:17,"GET /~tozsu/Pens/wpaper-1024x768.gif HTTP/1.1",200,526392
209.121.94.97,2010/12/31,02:39:18,"GET /favicon.ico HTTP/1.1",200,318
202.191.56.49,2010/12/31,02:39:27,"GET /~tozsu/ddbook/gif/small/database.gif HTTP/1.1",403,331
202.191.56.49,2010/12/31,02:39:27,"GET /~tozsu/gifs/patrick.jpg HTTP/1.1",200,2763
202.191.56.49,2010/12/31,02:39:27,"GET /~tozsu/gifs/ozsu.gif HTTP/1.1",200,2088
220.181.108.87,2010/12/31,02:39:36,"GET /~tozsu/Pens/Sheaffer/targacopper.jpg HTTP/1.1",200,31512
200.108.21.30,2010/12/31,02:40:30,"GET /~alopez-o/math-faq/math-faq.html HTTP/1.1",301,360
67.195.112.32,2010/12/31,02:40:54,"GET /ddbms/publications/tigukat/vldbjour/paper.bbl HTTP/1.0",200,13607
220.181.108.93,2010/12/31,02:43:59,"GET /~tozsu/Pens/Sheaffer/targagunmetal.jpg HTTP/1.1",200,29250
67.195.112.32,2010/12/31,02:44:26,"GET /ddbms/publications/ozsu/qissues/?N=D HTTP/1.0",200,973
75.80.20.255,2010/12/31,02:45:11,"GET /~tozsu/Pens/Others/MontExtra.jpg HTTP/1.1",200,12683
77.88.30.248,2010/12/31,02:47:48,"GET /~alopez-o HTTP/1.1",301,337
158.132.128.98,2010/12/31,02:47:57,"GET /~ijdavis HTTP/1.1",301,336
202.191.56.49,2010/12/31,02:49:00,"GET /~tozsu/ddbook/gif/small/database.gif HTTP/1.1",403,331
67.195.112.32,2010/12/31,02:49:07,"GET /db_seminars/db_seminars04-05.shtml HTTP/1.0",200,49071
67.195.112.32,2010/12/31,02:49:08,"GET /templates/show.css HTTP/1.0",200,259
67.195.112.32,2010/12/31,02:49:08,"GET /templates/main.css HTTP/1.0",200,7721
67.195.112.32,2010/12/31,02:49:09,"GET /templates/hide.css HTTP/1.0",200,334
220.181.108.92,2010/12/31,02:49:40,"GET /~tozsu/Pens/Visconti/Manhattan-RB.jpg HTTP/1.1",200,17149
67.195.112.32,2010/12/31,02:51:02,"GET /ddbms/publications/distobj/figures/ps/pers.ps HTTP/1.0",200,8634
220.181.108.96,2010/12/31,02:54:02,"GET /~tozsu/Pens/Visconti/milleniumarc.jpg HTTP/1.1",200,54498
65.52.51.178,2010/12/31,02:57:20,"GET /robots.txt HTTP/1.1",404,301
77.88.30.248,2010/12/31,02:57:50,"GET /~alopez-o/math-faq/node45.html HTTP/1.1",301,358
218.213.130.192,2010/12/31,02:58:15,"GET /~gweddell/ HTTP/1.1",301,338
220.181.108.91,2010/12/31,02:59:45,"GET /~tozsu/Pens/Visconti/Minuet.jpg HTTP/1.1",200,16163
196.41.132.28,2010/12/31,03:03:47,"GET /~gnpaulle HTTP/1.1",301,339
128.105.121.72,2010/12/31,03:03:58,"GET /~david/ HTTP/1.0",301,323
220.181.108.83,2010/12/31,03:04:05,"GET /~tozsu/Pens/Waterman/Edson.jpg HTTP/1.1",200,36772
67.195.112.32,2010/12/31,03:04:41,"GET /ddbms/publications/tigukat/cikm93/?S=A HTTP/1.0",200,2951
124.115.1.7,2010/12/31,03:04:56,"GET /~kmsalem/ HTTP/1.1",301,337
220.181.108.78,2010/12/31,03:09:56,"GET /~tozsu/Pens/Waterman/LeMan100Sterling.jpg HTTP/1.1",200,32287
67.195.112.32,2010/12/31,03:10:55,"GET /presentations/Writeup-short.pdf HTTP/1.0",200,162338
207.46.199.185,2010/12/31,03:12:05,"GET /robots.txt HTTP/1.1",404,301
220.181.108.82,2010/12/31,03:14:09,"GET /~tozsu/Pens/Waterman/RhapsodyCheckered.jpg HTTP/1.1",200,39122
207.46.199.198,2010/12/31,03:14:34,"GET /robots.txt HTTP/1.1",404,301
188.126.69.7,2010/12/31,03:15:52,"GET /db_seminars/db_seminars06-07.shtml HTTP/1.0",200,31399
67.195.112.32,2010/12/31,03:16:59,"GET /ddbms/publications/ozsu/?N=D HTTP/1.0",200,2318
67.195.112.32,2010/12/31,03:18:08,"GET /events/meetinginfo HTTP/1.0",200,8280
114.80.93.53,2010/12/31,03:18:55,"GET / HTTP/1.1",200,11385
128.105.121.72,2010/12/31,03:19:08,"GET /~fwtompa/ HTTP/1.0",301,325
220.181.108.93,2010/12/31,03:19:57,"GET /~tozsu/Pens/Writer%20Series/dickens.jpg HTTP/1.1",200,51657
218.213.130.192,2010/12/31,03:22:23,"GET /~alopez-o/caan2005.html HTTP/1.1",301,351
59.99.226.59,2010/12/31,03:23:44,"GET /ddbms/publications/ozsu/Distdb/distdb.pdf HTTP/1.1",200,3774
59.99.226.59,2010/12/31,03:23:44,"GET /favicon.ico HTTP/1.1",200,318
59.99.226.59,2010/12/31,03:23:46,"GET /ddbms/publications/ozsu/Distdb/distdb.pdf HTTP/1.1",206,53877
